B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed
6.166666666666668,0.16666666666666666,0.0,54.0,32.333333333333336,0.6083333333333334,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,73.83333333333333,50.66666666666666,13.0,620.6666666666666,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,182.88,190.5,205.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,11.0,8.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,16.0,9.0,0.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,187.96,155.0,1.0,0.0,0.0,11.0,5.0,1.0,1.0,126.0,37.0,0.0,0.0,107.0,26.0,0.0,9.0,7.0,0.0,0.0,127.0,38.0,0.29,0.0,0.0,0.0
5.571428571428571,0.14285714285714285,0.0,80.21428571428571,38.42857142857143,0.4657142857142857,0.5714285714285714,2.2142857142857144,0.42857142857142855,0.14071428571428574,89.42857142857143,46.64285714285714,36.0,724.8571428571429,1.0,0.0,1.0,3.0,1.0,4.0,1.0,10.0,Orthodox,175.26,195.58,170.0,2.0,0.0,0.0,15.615384615384615,10.923076923076923,11.807692307692307,8.846153846153848,82.80769230769229,31.923076923076927,10.961538461538463,7.153846153846153,78.23076923076924,27.30769230769231,0.19230769230769232,11.730769230769232,9.692307692307693,1.5,0.07692307692307693,105.57692307692308,47.92307692307693,0.453076923076923,0.6153846153846154,4.307692307692308,1.7307692307692308
6.0,1.0,0.0,55.0,26.0,0.47,0.0,11.0,5.0,0.45,68.0,38.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,185.0,0.0,4.0,0.0,6.666666666666668,4.666666666666667,3.6666666666666665,2.6666666666666665,37.22222222222222,13.777777777777779,9.444444444444443,6.5555555555555545,40.22222222222222,15.222222222222221,0.0,3.4444444444444446,3.111111111111111,2.555555555555556,0.1111111111111111,50.33333333333334,23.0,0.4344444444444445,0.6666666666666666,6.111111111111112,2.7777777777777777
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,172.72,145.0,0.0,1.0,0.0,8.5,6.0,5.0,3.5,28.5,11.0,0.0,0.0,25.0,8.5,0.0,0.0,0.0,0.0,0.5,33.5,14.5,0.385,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,0.0,4.0,0.0,6.7,5.0,3.6,3.0,57.4,31.3,6.7,4.5,53.0,26.7,0.6,8.0,7.1,0.8,0.1,67.7,38.8,0.511,0.6,1.2,0.6
4.227272727272728,1.318181818181818,0.18181818181818185,76.72727272727273,38.13636363636363,0.52,0.6363636363636364,3.5909090909090913,2.0,0.3668181818181818,101.13636363636364,59.86363636363637,59.0,754.9090909090909,0.0,0.0,2.0,7.0,3.0,2.0,0.0,14.0,Orthodox,172.72,172.72,155.0,0.0,4.0,0.0,8.608695652173912,5.7391304347826075,6.652173913043479,4.782608695652174,29.43478260869565,12.0,5.3478260869565215,3.782608695652174,28.130434782608692,11.130434782608695,0.08695652173913042,4.695652173913044,3.695652173913044,1.3478260869565215,0.13043478260869565,41.43478260869565,20.565217391304348,0.4839130434782608,1.2608695652173914,3.0,1.3043478260869563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,0.0,3.0,0.0,6.5,3.25,3.25,2.25,59.75,21.0,2.75,1.75,56.75,19.5,0.0,2.5,2.25,2.25,0.0,65.75,25.0,0.505,0.75,3.0,1.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,175.26,155.0,0.0,1.0,0.0,12.833333333333336,7.833333333333332,6.333333333333332,4.0,91.0,37.5,3.0,2.833333333333333,78.5,29.33333333333333,0.16666666666666666,9.0,7.166666666666668,0.16666666666666666,0.0,100.33333333333331,44.33333333333334,0.485,0.0,2.6666666666666665,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,170.0,1.0,0.0,0.0,9.0,5.75,6.5,4.25,56.0,19.125,10.125,7.5,57.625,20.25,0.25,6.0,4.875,0.75,0.375,72.625,30.875,0.4075,0.25,0.875,0.0
3.0,0.0,0.0,85.0,49.0,0.57,1.0,0.0,0.0,0.0,109.0,70.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Switch,177.8,182.88,145.0,0.0,2.0,0.0,17.0,8.5,4.5,4.5,76.0,38.5,5.0,3.5,47.0,17.0,0.0,21.5,21.0,1.0,0.5,85.5,46.5,0.55,1.0,1.0,0.5
4.714285714285714,1.619047619047619,0.3333333333333333,51.33333333333334,28.285714285714285,0.5952380952380952,0.9047619047619048,2.571428571428572,0.9523809523809524,0.17857142857142858,72.23809523809524,47.28571428571429,47.0,560.4761904761905,1.0,0.0,1.0,2.0,3.0,4.0,0.0,10.0,Orthodox,185.42,195.58,205.0,2.0,0.0,0.0,5.583333333333332,4.25,9.666666666666666,6.75,47.83333333333334,17.166666666666668,21.5,15.75,69.66666666666667,32.333333333333336,0.0,3.75,3.083333333333333,1.6666666666666667,0.0,79.0,39.66666666666666,0.4958333333333334,0.08333333333333333,6.916666666666668,2.833333333333333
2.5,1.0,0.0,48.5,11.5,0.22,0.0,3.0,1.0,0.2,60.5,20.5,5.0,610.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,182.88,187.96,185.0,0.0,1.0,0.0,8.9,5.4,8.3,4.9,76.9,21.6,4.0,2.4,73.6,17.9,0.3,6.7,5.6,1.0,0.1,89.2,28.9,0.34,0.6,2.0,0.7
5.75,1.5,0.0,79.25,37.25,0.5175000000000001,0.25,5.75,2.25,0.1975,111.0,63.5,9.0,545.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,185.42,187.96,145.0,1.0,0.0,0.0,22.66666666666667,13.666666666666664,10.0,6.0,153.0,45.33333333333334,3.0,2.0,140.66666666666666,37.66666666666666,0.0,2.6666666666666665,2.0,0.6666666666666666,0.0,166.0,53.33333333333334,0.3033333333333333,1.0,2.0,0.3333333333333333
10.071428571428571,0.7857142857142857,0.0,115.92857142857143,55.714285714285715,0.455,0.5714285714285714,2.8571428571428568,0.7142857142857143,0.27,131.07142857142858,68.64285714285714,33.0,663.8571428571429,1.0,0.0,1.0,5.0,2.0,2.0,0.0,10.0,Orthodox,154.94,157.48,115.0,0.0,3.0,0.0,12.25,8.0,7.625,4.5,94.125,34.125,12.375,9.0,97.625,36.375,0.25,4.25,3.25,2.5,0.125,114.125,47.625,0.4425,0.75,3.375,2.0
7.304347826086956,0.7826086956521741,0.043478260869565216,68.78260869565217,27.0,0.3552173913043478,0.17391304347826084,3.3043478260869565,0.7826086956521741,0.2260869565217391,99.04347826086956,53.1304347826087,58.0,651.2608695652174,13.0,0.0,0.0,3.0,11.0,3.0,0.0,17.0,Southpaw,187.96,195.58,185.0,0.0,1.0,0.0,4.375,3.125,7.875,6.0,50.5,22.125,5.125,4.25,54.5,25.25,0.25,4.625,4.0,0.375,0.0,63.5,32.375,0.49375,0.0,0.375,0.125
2.333333333333333,0.5,0.16666666666666666,81.33333333333333,31.0,0.375,0.0,3.5,1.0,0.40166666666666667,85.83333333333333,35.0,15.0,712.8333333333335,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,Orthodox,167.64,180.34,145.0,0.0,2.0,0.0,11.307692307692307,7.0,3.0,2.3076923076923075,117.15384615384615,47.153846153846146,7.9230769230769225,4.846153846153847,108.76923076923076,40.615384615384606,0.3076923076923077,8.0,6.6923076923076925,0.9230769230769232,0.0,128.0769230769231,54.30769230769231,0.4323076923076923,0.2307692307692308,1.3846153846153846,0.9230769230769232
17.0,0.0,0.0,170.0,69.0,0.4,0.0,0.0,0.0,0.0,173.0,72.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,185.42,180.34,170.0,0.0,1.0,0.0,7.48,5.68,8.0,4.84,82.48,32.04,8.52,4.52,73.04,21.4,0.52,18.48,14.32,0.92,0.08,99.0,41.4,0.4564,0.24,0.8,0.52
5.375,0.5,0.0,111.5,45.25,0.42625,0.125,1.75,0.25,0.05125,134.25,64.25,21.0,702.375,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,165.1,162.56,135.0,0.0,2.0,0.0,15.25,9.5,11.5,7.5,200.25,82.25,7.25,5.5,177.75,67.0,0.0,26.0,18.75,1.5,0.75,219.0,95.25,0.4275,0.0,1.0,0.5
2.0,2.0,0.0,59.0,30.0,0.5,1.0,11.0,4.0,0.36,78.0,48.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,195.58,200.66,205.0,0.0,1.0,0.0,7.727272727272727,5.181818181818182,6.636363636363638,3.9090909090909087,60.54545454545455,18.0,6.2727272727272725,4.363636363636363,64.27272727272727,19.727272727272727,0.3636363636363637,1.4545454545454546,1.3636363636363635,0.18181818181818185,0.2727272727272727,73.45454545454545,26.272727272727273,0.33545454545454545,0.18181818181818185,0.09090909090909093,0.09090909090909093
1.3333333333333333,1.3333333333333333,0.0,93.0,49.66666666666666,0.57,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,128.33333333333334,80.0,7.0,573.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,177.8,155.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,13.0,6.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.5,4.0,2.0,0.0
7.416666666666668,0.25,0.25,108.16666666666669,39.833333333333336,0.3558333333333333,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,119.33333333333331,50.08333333333334,31.0,730.9166666666665,1.0,0.0,2.0,2.0,1.0,3.0,0.0,8.0,Orthodox,182.88,182.88,170.0,1.0,0.0,0.0,12.333333333333336,8.333333333333334,8.777777777777779,6.5555555555555545,54.0,22.33333333333333,4.4444444444444455,2.6666666666666665,48.555555555555564,18.444444444444443,0.1111111111111111,6.333333333333332,4.777777777777779,0.7777777777777778,0.0,67.22222222222223,31.555555555555557,0.4655555555555555,0.6666666666666666,2.0,0.8888888888888888
2.3461538461538463,0.4230769230769231,0.07692307692307693,83.15384615384616,28.30769230769231,0.3238461538461538,0.8461538461538461,2.230769230769231,0.5769230769230769,0.1557692307692308,99.8846153846154,43.269230769230774,67.0,702.1538461538463,0.0,0.0,3.0,5.0,2.0,4.0,0.0,14.0,Orthodox,170.18,177.8,155.0,7.0,0.0,0.0,6.884615384615384,5.9230769230769225,10.26923076923077,7.6923076923076925,54.96153846153846,22.07692307692308,8.76923076923077,6.1923076923076925,64.76923076923077,27.961538461538463,0.2692307692307692,2.3461538461538463,2.0769230769230766,1.6923076923076923,0.038461538461538464,74.0,35.96153846153846,0.5284615384615384,0.4615384615384616,1.7307692307692308,1.0
6.5,3.0,0.5,155.0,101.0,0.69,2.0,6.5,2.0,0.59,227.0,170.0,5.0,732.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,165.1,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,162.56,170.18,135.0,0.0,2.0,0.0,3.5,2.5,4.5,4.0,75.5,35.0,24.5,19.5,99.0,54.5,0.5,2.0,1.5,2.0,0.0,104.5,58.5,0.555,0.5,3.0,2.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,172.72,135.0,0.0,1.0,0.0,6.0,5.333333333333333,2.333333333333333,2.0,81.66666666666667,34.333333333333336,8.333333333333334,6.333333333333332,74.0,26.0,0.0,12.333333333333336,11.333333333333336,3.0,0.6666666666666666,92.33333333333331,42.66666666666666,0.45,0.6666666666666666,8.0,2.0
7.133333333333334,0.03333333333333333,0.03333333333333333,90.43333333333334,43.33333333333334,0.455,0.1,2.0,0.2333333333333333,0.06566666666666666,96.3,48.43333333333333,63.0,551.2666666666668,1.0,0.0,0.0,6.0,10.0,6.0,0.0,22.0,Orthodox,185.42,185.42,155.0,0.0,1.0,0.0,15.0,9.333333333333334,4.25,2.583333333333333,120.83333333333331,48.16666666666666,3.25,2.333333333333333,106.16666666666669,37.16666666666666,0.5833333333333334,7.166666666666668,6.583333333333332,0.5,0.0,128.33333333333334,53.08333333333334,0.445,0.25,2.9166666666666665,0.6666666666666666
